,img_name,ORIG_SHAPE,ORIG_AREA,CROP_SHAPE,CROP_AREA,ymin,ymax,xmin,xmax
1168,223_94_t20201125090107999_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5501, 5770, 3)",31740770,218,5719,1363,7133
1169,223_94_t20201125090108155_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5502, 5558, 3)",30580116,225,5727,1569,7127
1170,223_95_t20201125090237186_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5400, 5662, 3)",30574800,283,5683,1256,6918
1171,223_95_t20201125090237344_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5391, 5453, 3)",29397123,291,5682,1467,6920
1172,223_96_t20201125090243232_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5239, 5509, 3)",28861651,380,5619,1365,6874
1173,223_96_t20201125090243389_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5240, 5308, 3)",27813920,388,5628,1570,6878
1174,223_99_t20201125090438503_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5322, 5601, 3)",29808522,354,5676,1217,6818
1175,223_99_t20201125090438661_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5321, 5394, 3)",28701474,364,5685,1430,6824
1176,225_139_t20201125125321997_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2772, 3043, 3)",8435196,594,3366,374,3417
1177,225_139_t20201125125322472_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5498, 5719, 3)",31443062,216,5714,839,6558
1178,225_139_t20201125125322628_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5449, 5504, 3)",29991296,223,5672,1071,6575
1179,225_141_t20201125125350693_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2815, 3039, 3)",8554785,606,3421,610,3649
1180,225_141_t20201125125351184_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5413, 5705, 3)",30881165,310,5723,1309,7014
1181,225_141_t20201125125351338_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5415, 5495, 3)",29755425,318,5733,1518,7013
1182,225_142_t20201125125357351_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2763, 3037, 3)",8391231,604,3367,440,3477
1183,225_142_t20201125125357836_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5420, 5706, 3)",30926520,244,5664,971,6677
1184,225_142_t20201125125357990_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5422, 5494, 3)",29788468,250,5672,1195,6689
1185,225_143_t20201125125410820_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2820, 3038, 3)",8567160,606,3426,514,3552
1186,225_143_t20201125125411306_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5431, 5707, 3)",30994717,305,5736,1117,6824
1187,225_143_t20201125125411463_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5429, 5495, 3)",29832355,314,5743,1335,6830
1188,225_150_t2020112512550734_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2840, 3076, 3)",8735840,602,3442,487,3563
1189,225_150_t20201125125507536_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5465, 5782, 3)",31598630,301,5766,1064,6846
1190,225_150_t20201125125507688_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5466, 5568, 3)",30434688,308,5774,1284,6852
1191,225_152_t2020112512555226_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5224, 5287, 3)",27619288,378,5602,1502,6789
1192,225_153_t20201125125814166_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2731, 2948, 3)",8050988,637,3368,603,3551
1193,225_153_t20201125125814667_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5238, 5528, 3)",28955664,374,5612,1294,6822
1194,225_153_t20201125125814819_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5241, 5325, 3)",27908325,379,5620,1503,6828
1195,225_154_t20201125125816969_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2736, 2948, 3)",8065728,633,3369,673,3621
1196,225_154_t20201125125817438_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5256, 5526, 3)",29044656,369,5625,1431,6957
1197,225_154_t20201125125817607_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5255, 5323, 3)",27972365,377,5632,1634,6957
1198,225_155_t20201125125834387_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2821, 3048, 3)",8598408,607,3428,502,3550
1199,225_155_t20201125125834861_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5429, 5726, 3)",31086454,307,5736,1096,6822
1200,225_155_t2020112512583518_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5429, 5514, 3)",29935506,314,5743,1314,6828
1201,225_156_t20201125125837530_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2721, 2939, 3)",7997019,640,3361,611,3550
1202,225_156_t20201125125838193_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5221, 5309, 3)",27718289,387,5608,1519,6828
1203,225_156_t2020112512583832_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5227, 5510, 3)",28800770,379,5606,1311,6821
1204,225_158_t20201125130002560_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5251, 5532, 3)",29048532,366,5617,1172,6704
1205,225_158_t2020112513000267_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2733, 2951, 3)",8065083,636,3369,541,3492
1206,225_158_t20201125130002709_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5253, 5328, 3)",27987984,373,5626,1387,6715
1207,225_159_t20201125130117548_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2906, 3141, 3)",9127746,581,3487,479,3620
1208,225_159_t20201125130118194_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5605, 5690, 3)",31892450,263,5868,1269,6959
1209,225_159_t2020112513011841_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5605, 5910, 3)",33125550,255,5860,1048,6958
1210,225_160_t20201125130120525_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2725, 2942, 3)",8016950,640,3365,707,3649
1211,225_160_t20201125130121187_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5233, 5314, 3)",27808162,388,5621,1700,7014
1212,225_160_t2020112513012128_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5231, 5514, 3)",28843734,381,5612,1501,7015
1213,225_161_t20201125130153539_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2899, 3135, 3)",9088365,592,3491,392,3527
1214,225_161_t20201125130154171_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5593, 5677, 3)",31751461,283,5876,1107,6784
1215,225_161_t2020112513015420_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5592, 5898, 3)",32981616,275,5867,878,6776
1216,225_162_t20201125130156520_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2734, 3004, 3)",8212936,624,3358,644,3648
1217,225_162_t20201125130157172_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5375, 5431, 3)",29191625,294,5669,1581,7012
1218,225_162_t202011251301577_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5372, 5637, 3)",30281964,289,5661,1376,7013
1219,225_163_t20201125130237976_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2850, 3076, 3)",8766600,596,3446,540,3616
1220,225_163_t20201125130238465_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5490, 5778, 3)",31721220,297,5787,1171,6949
1221,225_163_t20201125130238617_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5489, 5565, 3)",30546285,306,5795,1385,6950
1222,225_164_t20201125130240641_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2732, 3003, 3)",8204196,626,3358,653,3656
1223,225_164_t20201125130241130_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5369, 5636, 3)",30259684,291,5660,1392,7028
1224,225_164_t20201125130241290_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5371, 5429, 3)",29159159,297,5668,1596,7025
1225,225_166_t20201125130316780_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2833, 3060, 3)",8668980,604,3437,496,3556
1226,225_166_t20201125130317274_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5455, 5748, 3)",31355340,306,5761,1083,6831
1227,225_166_t20201125130317423_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5457, 5535, 3)",30204495,313,5770,1302,6837
1228,225_168_t20201125130413540_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5515, 5808, 3)",32031120,285,5800,1124,6932
1229,225_168_t2020112513041357_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2862, 3090, 3)",8843580,593,3455,517,3607
1230,225_168_t20201125130413697_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5515, 5593, 3)",30845395,293,5808,1341,6934
1231,225_169_t20201125130416307_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2710, 2925, 3)",7926750,644,3354,652,3577
1232,225_169_t20201125130416804_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5239, 5483, 3)",28725437,380,5619,1390,6873
1233,225_169_t20201125130416960_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5225, 5282, 3)",27598450,388,5613,1595,6877
1234,225_170_t20201125130432231_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2861, 3086, 3)",8829046,593,3454,549,3635
1235,225_170_t20201125130432724_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5511, 5799, 3)",31958289,282,5793,1188,6987
1236,225_170_t20201125130432885_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5510, 5585, 3)",30773350,290,5800,1402,6987
1237,225_172_t20201125130450544_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5574, 5899, 3)",32881026,264,5838,1062,6961
1238,225_172_t20201125130450692_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5575, 5679, 3)",31660425,272,5847,1282,6961
1239,225_173_t20201125130453602_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5228, 5507, 3)",28790596,384,5612,1381,6888
1240,225_173_t20201125130453750_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5219, 5306, 3)",27692014,392,5611,1586,6892
1241,225_173_t2020112513045399_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2718, 2937, 3)",7982766,642,3360,648,3585
1242,225_174_t20201125130520968_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2770, 2990, 3)",8282300,622,3392,607,3597
1243,225_174_t20201125130521467_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5323, 5611, 3)",29867353,344,5667,1301,6912
1244,225_174_t20201125130521625_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5322, 5404, 3)",28760088,351,5673,1510,6914
1245,225_175_t20201125130524620_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2809, 3032, 3)",8516888,608,3417,589,3621
1246,225_175_t20201125130525117_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5404, 5692, 3)",30759568,318,5722,1267,6959
1247,225_175_t20201125130525275_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5402, 5483, 3)",29619166,326,5728,1477,6960
1248,225_176_t20201125130544213_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2730, 2945, 3)",8039850,640,3370,644,3589
1249,225_176_t20201125130544704_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5243, 5522, 3)",28951846,380,5623,1375,6897
1250,225_176_t20201125130544855_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5242, 5320, 3)",27887440,388,5630,1580,6900
1251,225_177_t20201125130547206_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2689, 2948, 3)",7927172,655,3344,668,3616
1252,225_177_t20201125130547701_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5262, 5528, 3)",29088336,363,5625,1421,6949
1253,225_177_t20201125130547855_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5265, 5325, 3)",28036125,368,5633,1625,6950
1254,225_182_t20201125130852841_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5549, 5848, 3)",32450552,278,5827,1012,6860
1255,225_182_t20201125130852994_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5550, 5631, 3)",31252050,286,5836,1234,6865
1256,225_184_t20201125130933227_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2845, 3070, 3)",8734150,604,3449,444,3514
1257,225_184_t20201125130933722_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5482, 5770, 3)",31631140,301,5783,980,6750
1258,225_184_t20201125130933877_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5483, 5554, 3)",30452582,308,5791,1204,6758
1259,225_186_t20201125130951875_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2880, 3109, 3)",8953920,594,3474,418,3527
1260,225_186_t20201125130952372_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5548, 5847, 3)",32439156,282,5830,928,6775
1261,225_186_t20201125130952524_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5549, 5628, 3)",31229772,289,5838,1154,6782
1262,225_187_t20201125130954815_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2778, 2998, 3)",8328444,621,3399,674,3672
1263,225_187_t20201125130955314_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5335, 5624, 3)",30004040,340,5675,1435,7059
1264,225_187_t20201125130955474_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5336, 5419, 3)",28915784,347,5683,1637,7056
1265,225_188_t20201125131013290_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2864, 3097, 3)",8869808,599,3463,453,3550
1266,225_188_t20201125131013786_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5521, 5822, 3)",32143262,291,5812,997,6819
1267,225_188_t20201125131013941_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5519, 5605, 3)",30933995,301,5820,1220,6825
1268,225_189_t20201125131016754_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5311, 5576, 3)",29614136,328,5639,1344,6920
1269,225_189_t20201125131016905_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5312, 5373, 3)",28541376,336,5648,1550,6923
1270,225_194_t20201125131212803_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2725, 2999, 3)",8172275,629,3354,535,3534
1271,225_194_t20201125131213302_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5348, 5628, 3)",30098544,295,5643,1159,6787
1272,225_194_t20201125131213449_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5349, 5420, 3)",28991580,301,5650,1374,6794
1273,226_12_t20201125132226193_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5457, 5534, 3)",30199038,309,5766,1422,6956
1274,226_12_t2020112513222633_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5458, 5746, 3)",31361668,300,5758,1209,6955
1275,226_13_t20201125132228696_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2769, 2988, 3)",8273772,625,3394,677,3665
1276,226_13_t20201125132229195_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5320, 5603, 3)",29807960,348,5668,1441,7044
1277,226_13_t20201125132229378_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5321, 5399, 3)",28728079,356,5677,1642,7041
1278,226_14_t20201125132351529_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5512, 5803, 3)",31986136,287,5799,1090,6893
1279,226_15_t20201125132354154_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2706, 2926, 3)",7917756,646,3352,754,3680
1280,226_15_t20201125132354655_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5240, 5481, 3)",28720440,380,5620,1592,7073
1281,226_15_t20201125132354802_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5231, 5281, 3)",27624911,389,5620,1788,7069
1282,226_16_t20201125132410291_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2817, 3044, 3)",8574948,614,3431,486,3530
1283,226_16_t20201125132410786_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5418, 5720, 3)",30990960,323,5741,1062,6782
1284,226_16_t20201125132410937_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5417, 5507, 3)",29831419,331,5748,1283,6790
1285,226_17_t20201125132414167_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5424, 5489, 3)",29772336,237,5661,880,6369
1286,226_17_t202011251324149_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5425, 5707, 3)",30960475,229,5654,638,6345
1287,226_20_t20201125132533504_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5306, 5591, 3)",29665846,353,5659,1177,6768
1288,226_20_t20201125132533659_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5305, 5385, 3)",28567425,362,5667,1391,6776
1289,226_21_t20201125132536272_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5355, 5633, 3)",30164715,332,5687,1272,6905
1290,226_21_t20201125132536428_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5355, 5426, 3)",29056230,340,5695,1482,6908
1291,226_22_t20201125132607976_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2830, 3054, 3)",8642820,606,3436,538,3592
1292,226_22_t20201125132608477_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5448, 5738, 3)",31260624,311,5759,1165,6903
1293,226_22_t20201125132608633_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5451, 5526, 3)",30122226,317,5768,1380,6906
1294,226_24_t20201125132728879_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5473, 5765, 3)",31551845,303,5776,1177,6942
1295,226_26_t20201125132755930_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2793, 3017, 3)",8426481,615,3408,579,3596
1296,226_26_t20201125132756424_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5369, 5663, 3)",30404647,330,5699,1247,6910
1297,226_26_t20201125132756572_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5369, 5455, 3)",29287895,337,5706,1458,6913
1298,226_27_t20201125132759258_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2723, 2935, 3)",7992005,636,3359,761,3696
1299,226_27_t20201125132759743_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5244, 5501, 3)",28847244,376,5620,1607,7108
1300,226_27_t20201125132759897_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5232, 5301, 3)",27734832,385,5617,1802,7103
1301,226_28_t20201125132849379_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2883, 3119, 3)",8992077,590,3473,437,3556
1302,226_28_t20201125132849899_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5558, 5865, 3)",32597670,272,5830,966,6831
1303,226_28_t2020112513285016_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5557, 5646, 3)",31374822,281,5838,1190,6836
1304,226_29_t20201125132853379_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5259, 5519, 3)",29024421,359,5618,1454,6973
1305,226_29_t20201125132853536_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5259, 5318, 3)",27967362,366,5625,1655,6973
1306,226_2_t20201125131549218_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2849, 3076, 3)",8763524,602,3451,477,3553
1307,226_2_t20201125131549720_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5484, 5779, 3)",31692036,296,5780,1047,6826
1308,226_2_t20201125131549867_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5485, 5564, 3)",30518540,304,5789,1268,6832
1309,226_31_t20201125132915115_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5245, 5500, 3)",28847500,371,5616,1446,6946
1310,226_31_t20201125132915269_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5244, 5299, 3)",27787956,378,5622,1648,6947
1311,226_32_t20201125132938109_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5296, 5540, 3)",29339840,348,5644,1341,6881
1312,226_33_t20201125132941172_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2730, 2947, 3)",8045310,638,3368,653,3600
1313,226_33_t20201125132941619_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5245, 5525, 3)",28978625,374,5619,1393,6918
1314,226_33_t20201125132941769_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5246, 5321, 3)",27913966,382,5628,1599,6920
1315,226_34_t20201125133001554_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5252, 5530, 3)",29043560,365,5617,1446,6976
1316,226_35_t20201125133004782_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5251, 5534, 3)",29059034,372,5623,1456,6990
1317,226_35_t20201125133004930_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5252, 5331, 3)",27998412,380,5632,1658,6989
1318,226_36_t20201125133116568_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5263, 5540, 3)",29157020,366,5629,1518,7058
1319,226_37_t20201125133119581_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5344, 5609, 3)",29974496,308,5652,1467,7076
1320,226_37_t20201125133119724_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5346, 5403, 3)",28884438,314,5660,1669,7072
1321,226_37_t2020112513311979_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2723, 2991, 3)",8144493,633,3356,690,3681
1322,226_3_t2020112513155528_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2695, 2963, 3)",7985285,648,3343,502,3465
1323,226_3_t20201125131555516_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5287, 5559, 3)",29390433,334,5621,1094,6653
1324,226_3_t20201125131555670_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5286, 5353, 3)",28295958,341,5627,1313,6666
1325,226_40_t20201125133319538_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5348, 5636, 3)",30141328,336,5684,1178,6814
1326,226_40_t20201125133319693_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5350, 5428, 3)",29039800,343,5693,1393,6821
1327,226_41_t20201125133321841_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2691, 2959, 3)",7962669,652,3343,633,3592
1328,226_41_t20201125133322288_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5288, 5548, 3)",29337824,346,5634,1353,6901
1329,226_41_t20201125133322452_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5285, 5344, 3)",28243040,353,5638,1560,6904
1330,226_42_t20201125133341598_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2765, 2988, 3)",8261820,626,3391,582,3570
1331,226_42_t20201125133342265_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5312, 5398, 3)",28674176,360,5672,1465,6863
1332,226_42_t2020112513334289_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5311, 5605, 3)",29768155,352,5663,1254,6859
1333,226_43_t20201125133344405_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2689, 2947, 3)",7924483,654,3343,616,3563
1334,226_43_t20201125133344898_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5263, 5525, 3)",29078075,360,5623,1320,6845
1335,226_43_t2020112513334552_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5262, 5322, 3)",28004364,367,5629,1527,6849
1336,226_44_t20201125133400186_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2796, 3019, 3)",8441124,614,3410,561,3580
1337,226_44_t20201125133400671_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5381, 5668, 3)",30499508,327,5708,1211,6879
1338,226_44_t20201125133400797_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5381, 5460, 3)",29380260,336,5717,1423,6883
1339,226_45_t20201125133403342_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5352, 5634, 3)",30153168,344,5696,1369,7003
1340,226_45_t20201125133403486_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5352, 5426, 3)",29039952,352,5704,1575,7001
1341,226_46_t20201125133517788_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2813, 3039, 3)",8548707,614,3427,505,3544
1342,226_46_t20201125133518273_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5421, 5706, 3)",30932226,324,5745,1101,6807
1343,226_46_t20201125133518391_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5421, 5494, 3)",29782974,332,5753,1320,6814
1344,226_47_t20201125133520849_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5294, 5583, 3)",29556402,357,5651,1236,6819
1345,226_47_t202011251335210_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5294, 5377, 3)",28465838,365,5659,1448,6825
1346,226_48_t20201125133535229_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5234, 5509, 3)",28834106,378,5612,1284,6793
1347,226_48_t20201125133535381_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5226, 5307, 3)",27734382,387,5613,1493,6800
1348,226_49_t2020112513353810_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2787, 3010, 3)",8388870,620,3407,514,3524
1349,226_49_t20201125133538530_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5363, 5650, 3)",30300950,337,5700,1117,6767
1350,226_49_t20201125133538690_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5363, 5440, 3)",29174720,344,5707,1335,6775
1351,226_4_t20201125131623582_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5528, 5819, 3)",32167432,284,5812,1046,6865
1352,226_4_t20201125131623735_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5529, 5603, 3)",30978987,292,5821,1267,6870
1353,226_4_t2020112513162375_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2870, 3096, 3)",8885520,592,3462,477,3573
1354,226_50_t20201125133552934_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5250, 5530, 3)",29032500,377,5627,1385,6915
1355,226_50_t2020112513355384_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5245, 5328, 3)",27945360,385,5630,1590,6918
1356,226_52_t20201125133851123_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2823, 3045, 3)",8596035,609,3432,489,3534
1357,226_52_t20201125133851615_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5435, 5721, 3)",31093635,318,5753,1067,6788
1358,226_52_t20201125133851771_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5436, 5508, 3)",29941488,326,5762,1287,6795
1359,226_53_t20201125133853884_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5327, 5556, 3)",29596812,346,5673,1303,6859
1360,226_53_t2020112513385439_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5302, 5351, 3)",28371002,354,5656,1513,6864
1361,226_55_t20201125133901991_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2824, 3051, 3)",8616024,606,3430,571,3622
1362,226_55_t20201125133902494_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5426, 5732, 3)",31101832,321,5747,1230,6962
1363,226_55_t20201125133902648_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5427, 5520, 3)",29957040,329,5756,1442,6962
1364,226_5_t20201125131625592_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2800, 3022, 3)",8461600,612,3412,580,3602
1365,226_5_t20201125131626247_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5389, 5466, 3)",29456274,331,5720,1459,6925
1366,226_5_t2020112513162687_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5389, 5674, 3)",30577186,323,5712,1248,6922
1367,226_7_t20201125132128239_CAM3.jpg,"(3500, 4096, 3)",14336000,"(2793, 3019, 3)",8432067,618,3411,482,3501
1368,226_7_t20201125132128726_CAM1.jpg,"(6000, 8192, 3)",49152000,"(5366, 5668, 3)",30414488,332,5698,1056,6724
1369,226_7_t20201125132128878_CAM2.jpg,"(6000, 8192, 3)",49152000,"(5367, 5458, 3)",29293086,340,5707,1276,6734
